"","FOUND_BY","PREFERRED_NAME","INCHIKEY","SMILES","INCHI_STRING","MOLECULAR_FORMULA","MONOISOTOPIC_MASS","MS_READY_SMILES","QSAR_READY_SMILES","BIOCONCENTRATION_FACTOR_TEST_PRED","BOILING_POINT_DEGC_TEST_PRED","X48HR_DAPHNIA_LC50_MOL.L_TEST_PRED","DENSITY_G.CM.3_TEST_PRED","DEVTOX_TEST_PRED","X96HR_FATHEAD_MINNOW_MOL.L_TEST_PRED","FLASH_POINT_DEGC_TEST_PRED","MELTING_POINT_DEGC_TEST_PRED","AMES_MUTAGENICITY_TEST_PRED","ORAL_RAT_LD50_MOL.KG_TEST_PRED","SURFACE_TENSION_DYN.CM_TEST_PRED","THERMAL_CONDUCTIVITY_MW..M.K._TEST_PRED","TETRAHYMENA_PYRIFORMIS_IGC50_MOL.L_TEST_PRED","VISCOSITY_CP_CP_TEST_PRED","VAPOR_PRESSURE_MMHG_TEST_PRED","WATER_SOLUBILITY_MOL.L_TEST_PRED","ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED","BIOCONCENTRATION_FACTOR_OPERA_PRED","BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED","BOILING_POINT_DEGC_OPERA_PRED","HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED","OPERA_KM_DAYS_OPERA_PRED","OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED","SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED","OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED","MELTING_POINT_DEGC_OPERA_PRED","VAPOR_PRESSURE_MMHG_OPERA_PRED","WATER_SOLUBILITY_MOL.L_OPERA_PRED","atom_stereo_count","bond_stereo_count","canonical_smiles","charge","cid","complexity","covalent_unit_count","defined_atom_stereo_count","defined_bond_stereo_count","exact_mass","h_bond_acceptor_count","h_bond_donor_count","heavy_atom_count","inchi","isomeric_smiles","iupac_name","molecular_formula","molecular_weight","monoisotopic_mass","rotatable_bond_count","tpsa","undefined_atom_stereo_count","undefined_bond_stereo_count","xlogp"
"17080","InChIKey","Bicyclo[7.2.0]undec-3-en-5-ol, 4,11,11-trimethyl-8-methylene-, (1R,3Z,5S,9S)-rel-","DWUYGFWOANEJRE-GEMYPJNZSA-N","C\C1=C\C[C@@H]2[C@H](CC2(C)C)C(=C)CC[C@@H]1O","InChI=1S/C15H24O/c1-10-6-8-14(16)11(2)5-7-13-12(10)9-15(13,3)4/h5,12-14,16H,1,6-9H2,2-4H3/b11-5-/t12-,13-,14+/m1/s1","C15H24O","220.1827154","CC1=CCC2C(CC2(C)C)C(=C)CCC1O","CC1=CCC2C(CC2(C)C)C(=C)CCC1O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.74532E-10","107.432","3.9818","285.15","1.98153E-07","1.53445","9.13311","5458.53","4.08711","67.0891","0.0028916","0.00122905",3,1,"CC1=CCC2C(CC2(C)C)C(=C)CCC1O",0,12312991,324,1,3,1,220.18271539,1,1,16,"InChI=1S/C15H24O/c1-10-6-8-14(16)11(2)5-7-13-12(10)9-15(13,3)4/h5,12-14,16H,1,6-9H2,2-4H3/b11-5-/t12-,13-,14+/m1/s1","C/C/1=C/C[C@@H]2[C@H](CC2(C)C)C(=C)CC[C@@H]1O","(1R,3Z,5S,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-3-en-5-ol","C15H24O",220.35,220.18271539,0,20.2,0,0,3.1
"17081","InChIKey","Bicyclo[7.2.0]undec-3-en-5-ol, 4,11,11-trimethyl-8-methylene-, (1R,3E,5R,9S)-","DWUYGFWOANEJRE-ZHBPPSIXSA-N","C\C1=C/C[C@@H]2[C@H](CC2(C)C)C(=C)CC[C@H]1O","InChI=1S/C15H24O/c1-10-6-8-14(16)11(2)5-7-13-12(10)9-15(13,3)4/h5,12-14,16H,1,6-9H2,2-4H3/b11-5+/t12-,13-,14-/m1/s1","C15H24O","220.1827154","CC1=CCC2C(CC2(C)C)C(=C)CCC1O","CC1=CCC2C(CC2(C)C)C(=C)CCC1O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.74532E-10","107.432","3.9818","285.15","1.98153E-07","1.53445","9.13311","5458.53","4.08711","67.0891","0.0028916","0.00122905",3,1,"CC1=CCC2C(CC2(C)C)C(=C)CCC1O",0,6450454,324,1,3,1,220.18271539,1,1,16,"InChI=1S/C15H24O/c1-10-6-8-14(16)11(2)5-7-13-12(10)9-15(13,3)4/h5,12-14,16H,1,6-9H2,2-4H3/b11-5+/t12-,13-,14-/m1/s1","C/C/1=C\C[C@@H]2[C@H](CC2(C)C)C(=C)CC[C@H]1O","(1R,3E,5R,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-3-en-5-ol","C15H24O",220.35,220.18271539,0,20.2,0,0,3.1
"17082","InChIKey","delta-Cadinol","LHYHMMRYTDARSZ-ZQDZILKHSA-N","[H][C@@]12C=C(C)CC[C@]1([H])[C@](C)(O)CC[C@H]2C(C)C","InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14-,15+/m0/s1","C15H26O","222.1983655","CC(C)C1CCC(C)(O)C2CCC(C)=CC12","CC(C)C1CCC(C)(O)C2CCC(C)=CC12","314.775","289.31","1.44544E-05","0.953","0.654","1.25893E-05","148.101","68.397","0.17","0.0153109","31.106","130.618","3.41193E-05","16.9044","0.00169044","0.000165577","7.9468E-11","106.937","95.1499","282.237","1.00697E-06","4.69002","9.26518","6071.15","4.09606","94.9472","0.00601835","0.00115196",4,0,"CC1=CC2C(CCC(C2CC1)(C)O)C(C)C",0,3084311,292,1,4,0,222.19836546,1,1,16,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14-,15+/m0/s1","CC1=C[C@H]2[C@@H](CC[C@@]([C@H]2CC1)(C)O)C(C)C","(1R,4S,4aR,8aS)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol","C15H26O",222.37,222.19836546,1,20.2,0,0,3.3
"17083","InChIKey","Aucuparin","KCKBEANTNJGRCV-UHFFFAOYSA-N","COC1=CC(=CC(OC)=C1O)C1=CC=CC=C1","InChI=1S/C14H14O3/c1-16-12-8-11(9-13(17-2)14(12)15)10-6-4-3-5-7-10/h3-9,15H,1-2H3","C14H14O3","230.0942943","COC1=CC(=CC(OC)=C1O)C1=CC=CC=C1","COC1=CC(=CC(OC)=C1O)C1=CC=CC=C1","74.3019","342.603","1.51705E-05","1.112","0.682","7.65597E-06","154.085","120.793","0.534","0.000835603","43.261","145.167","0.000064121","-","0.000002208","0.000153109","1.61938E-11","72.3838","3.72583","336.888","1.43402E-07","0.142369","9.80165","2742.77","2.8013","75.6441","2.16733E-07","0.000244693",0,0,"COC1=CC(=CC(=C1O)OC)C2=CC=CC=C2",0,442508,212,1,0,0,230.09429431,3,1,17,"InChI=1S/C14H14O3/c1-16-12-8-11(9-13(17-2)14(12)15)10-6-4-3-5-7-10/h3-9,15H,1-2H3","COC1=CC(=CC(=C1O)OC)C2=CC=CC=C2","2,6-dimethoxy-4-phenylphenol","C14H14O3",230.26,230.09429431,3,38.7,0,0,3.1
"17160","InChIKey","Urs-12-en-28-ol","VWUGAIMYTMQVFJ-PQSOHBQGSA-N","[H][C@@]1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@]4([H])[C@@]5(C)CCCC(C)(C)[C@]5([H])CC[C@@]34C)[C@]2([H])[C@@]1([H])C","InChI=1S/C30H50O/c1-20-11-16-30(19-31)18-17-28(6)22(25(30)21(20)2)9-10-24-27(5)14-8-13-26(3,4)23(27)12-15-29(24,28)7/h9,20-21,23-25,31H,8,10-19H2,1-7H3/t20-,21+,23+,24-,25+,27+,28-,29-,30-/m1/s1","C30H50O","426.3861662","CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCCC(C)(C)C5CCC34C)C2C1C","CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCCC(C)(C)C5CCC34C)C2C1C","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.09647E-11","1372.78","335.303","393.461","2.14264E-08","9.49344","10.3255","74997.1","8.62281","225.085","4.99962E-09","1.93987E-06",9,0,"CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C)C)C)C2C1C)C)CO",0,22213452,764,1,9,0,426.38616623,1,1,31,"InChI=1S/C30H50O/c1-20-11-16-30(19-31)18-17-28(6)22(25(30)21(20)2)9-10-24-27(5)14-8-13-26(3,4)23(27)12-15-29(24,28)7/h9,20-21,23-25,31H,8,10-19H2,1-7H3/t20-,21+,23+,24-,25+,27+,28-,29-,30-/m1/s1","C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)[C@@H]2[C@H]1C)C)CO","[(1S,2R,4aS,6aR,6aS,6bR,8aS,12aS,14bS)-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picen-4a-yl]methanol","C30H50O",426.7,426.38616623,1,20.2,0,0,8.9
"17264","InChIKey","Tridecane","IIYFAKIEWZDVMP-UHFFFAOYSA-N","CCCCCCCCCCCCC","InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3","C13H28","184.2191009","CCCCCCCCCCCCC","CCCCCCCCCCCCC","301.995","233.197","7.2277E-06","0.747","0.455","8.29851E-07","88.231","-9.334","-0.139","0.0246604","24.567","135.641","3.87258E-06","1.71002","0.0326588","2.34423E-07","1.60055E-11","900.788","12.0308","235.331","0.144541","10.6931","5.81732","1897.74","6.20222","-4.99719","0.0559278","2.54754E-08",0,0,"CCCCCCCCCCCCC",0,12388,66.1,1,0,0,184.2191009,0,0,13,"InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3","CCCCCCCCCCCCC","tridecane","C13H28",184.36,184.2191009,10,0,0,0,6.6
"17277","InChIKey","cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, [1s-(1alpha,2beta,4beta)]-","OPFTUNCRGUEPRZ-QLFBSQMISA-N","CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C","InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,13-14H,1-2,4,8-10H2,3,5-6H3/t13-,14+,15-/m1/s1","C15H24","204.1878008","CC(=C)C1CCC(C)(C=C)C(C1)C(C)=C","CC(=C)C1CCC(C)(C=C)C(C1)C(C)=C","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.58528E-10","978.598","3.14302","245.886","0.0106656","11.542","6.08724","2611.68","5.91176","-8.17081","0.205225","1.18933E-05",3,0,"CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C",0,6918391,284,1,3,0,204.18780077,0,0,15,"InChI=1S/C15H24/c1-7-15(6)9-8-13(11(2)3)10-14(15)12(4)5/h7,13-14H,1-2,4,8-10H2,3,5-6H3/t13-,14+,15-/m1/s1","CC(=C)[C@@H]1CC[C@@]([C@@H](C1)C(=C)C)(C)C=C","(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane","C15H24",204.35,204.18780077,3,0,0,0,6.1
"17279","InChIKey","gamma-Cadinene","WRHGORWNJGOVQY-RBSFLKMASA-N","[H][C@]12CCC(C)=C[C@]1([H])[C@H](CCC2=C)C(C)C","InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14-,15-/m1/s1","C15H24","204.1878008","CC(C)C1CCC(=C)C2CCC(C)=CC12","CC(C)C1CCC(=C)C2CCC(C)=CC12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.98312E-10","1235.24","53.1995","253.731","0.00970143","31.6487","6.82919","5038.5","5.32722","-16.4738","0.0407064","6.97713E-06",3,0,"CC1=CC2C(CC1)C(=C)CCC2C(C)C",0,92313,282,1,3,0,204.18780077,0,0,15,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14-,15-/m1/s1","CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C","(1R,4aS,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene","C15H24",204.35,204.18780077,1,0,0,0,4.3
"17280","InChIKey","gamma-Muurolene","WRHGORWNJGOVQY-ZNMIVQPWSA-N","[H][C@]1(CCC(=C)[C@@]2([H])CCC(C)=C[C@@]12[H])C(C)C","InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14+,15-/m0/s1","C15H24","204.1878008","CC(C)C1CCC(=C)C2CCC(C)=CC12","CC(C)C1CCC(=C)C2CCC(C)=CC12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.98312E-10","1235.24","53.1995","253.731","0.00970143","31.6487","6.82919","5038.5","5.32722","-16.4738","0.0407064","6.97713E-06",3,0,"CC1=CC2C(CC1)C(=C)CCC2C(C)C",0,12313020,282,1,3,0,204.18780077,0,0,15,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3/t13-,14+,15-/m0/s1","CC1=C[C@@H]2[C@H](CC1)C(=C)CC[C@H]2C(C)C","(1S,4aS,8aR)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene","C15H24",204.35,204.18780077,1,0,0,0,4.3
"17284","InChIKey","3,7-Dihydroxykaur-16-en-19-yl acetate","FOSUPIBQARPELG-FOYJWTFCSA-N","[H][C@]12C[C@]3(CC1=C)[C@@]([H])(O)CC1([H])[C@@](C)(COC(C)=O)[C@]([H])(O)CC[C@@]1(C)[C@]3([H])CC2","InChI=1S/C22H34O4/c1-13-10-22-11-15(13)5-6-16(22)20(3)8-7-18(24)21(4,12-26-14(2)23)17(20)9-19(22)25/h15-19,24-25H,1,5-12H2,2-4H3/t15-,16-,17?,18+,19-,20-,21+,22-/m0/s1","C22H34O4","362.2457096","CC(=O)OCC1(C)C(O)CCC2(C)C3CCC4CC3(CC4=C)C(O)CC12","CC(=O)OCC1(C)C(O)CCC2(C)C3CCC4CC3(CC4=C)C(O)CC12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.87112E-11","16.2508","96.5645","393.683","7.5842E-11","2.91284","9.35504","74487.9","2.81193","258.066","2.66964E-08","0.00029354",8,0,"CC(=O)OCC1(C(CCC2(C1CC(C34C2CCC(C3)C(=C)C4)O)C)O)C",0,497896,630,1,7,0,362.24570957,4,2,26,"InChI=1S/C22H34O4/c1-13-10-22-11-15(13)5-6-16(22)20(3)8-7-18(24)21(4,12-26-14(2)23)17(20)9-19(22)25/h15-19,24-25H,1,5-12H2,2-4H3/t15-,16-,17?,18+,19-,20-,21+,22-/m0/s1","CC(=O)OC[C@]1([C@@H](CC[C@@]2(C1C[C@@H]([C@]34[C@H]2CC[C@@H](C3)C(=C)C4)O)C)O)C","[(1R,2S,5S,6R,9S,10S,13S)-2,6-dihydroxy-5,9-dimethyl-14-methylidene-5-tetracyclo[11.2.1.01,10.04,9]hexadecanyl]methyl acetate","C22H34O4",362.5,362.24570957,3,66.8,1,0,3.2
"17285","InChIKey","Martynoside","WLWAYPFRKDSFCL-CNMJWYMJSA-N","COC1=C(O)C=C(CCO[C@@H]2O[C@H](CO)[C@@H](OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)C=C1","InChI=1S/C31H40O15/c1-15-24(36)25(37)26(38)31(43-15)46-29-27(39)30(42-11-10-17-5-8-20(40-2)19(34)12-17)44-22(14-32)28(29)45-23(35)9-6-16-4-7-18(33)21(13-16)41-3/h4-9,12-13,15,22,24-34,36-39H,10-11,14H2,1-3H3/b9-6+/t15-,22+,24-,25+,26+,27+,28+,29+,30+,31-/m0/s1","C31H40O15","652.2367206","COC1=CC=C(CCOC2OC(CO)C(OC(=O)C=CC3=CC=C(O)C(OC)=C3)C(OC3OC(C)C(O)C(O)C3O)C2O)C=C1O","COC1=CC=C(CCOC2OC(CO)C(OC(=O)C=CC3=CC=C(O)C(OC)=C3)C(OC3OC(C)C(O)C(O)C3O)C2O)C=C1O","-","656.817","0.000134896","1.672","0.488","-","394.292","209.899","0.045","0.0101625","-","-","-","-","8.09096E-15","0.00183654","2.5364E-11","4.02951","23.3556","381.773","1.88627E-11","0.22442","9.56615","9987.22","1.30813","220.687","1.39293E-09","0.0195282",10,1,"CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)OC)CO)OCCC4=CC(=C(C=C4)OC)O)O)O)O)O",0,5319292,968,1,10,1,652.23672058,15,7,46,"InChI=1S/C31H40O15/c1-15-24(36)25(37)26(38)31(43-15)46-29-27(39)30(42-11-10-17-5-8-20(40-2)19(34)12-17)44-22(14-32)28(29)45-23(35)9-6-16-4-7-18(33)21(13-16)41-3/h4-9,12-13,15,22,24-34,36-39H,10-11,14H2,1-3H3/b9-6+/t15-,22+,24-,25+,26+,27+,28+,29+,30+,31-/m0/s1","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)OC)CO)OCCC4=CC(=C(C=C4)OC)O)O)O)O)O","[(2R,3R,4R,5R,6R)-5-hydroxy-6-[2-(3-hydroxy-4-methoxyphenyl)ethoxy]-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate","C31H40O15",652.6,652.23672058,13,223,0,0,0.1
"17286","InChIKey","Phenethyl isothiocyanate","IZJDOKYDEWTZSO-UHFFFAOYSA-N","S=C=NCCC1=CC=CC=C1","InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2","C9H9NS","163.0455705","S=C=NCCC1=CC=CC=C1","S=C=NCCC1=CC=CC=C1","-","271.312","1.00462E-06","1.026","0.795","1.47571E-05","118.456","20.421","0.675","0.00105439","-","-","3.23594E-06","3.23594","0.11272","0.000363915","2.10322E-11","50.0329","4.4327","247.722","0.000121896","1.43991","4.44142","126.988","3.46753","48.5317","0.0318373","0.000671194",0,0,"C1=CC=C(C=C1)CCN=C=S",0,16741,144,1,0,0,163.04557047,2,0,11,"InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2","C1=CC=C(C=C1)CCN=C=S","2-isothiocyanatoethylbenzene","C9H9NS",163.24,163.04557047,3,44.4,0,0,3.5
"17380","InChIKey","4-[4-(4-Hydroxy-3-methoxyphenyl)tetrahydro-1H,3H-furo[3,4-c]furan-1-yl]-2,6-dimethoxyphenol","VJOBNGRIBLNUKN-BMHXQBNDSA-N","[H][C@]12CO[C@]([H])(C3=CC(OC)=C(O)C(OC)=C3)[C@@]1([H])CO[C@]2([H])C1=CC(OC)=C(O)C=C1","InChI=1S/C21H24O7/c1-24-16-6-11(4-5-15(16)22)20-13-9-28-21(14(13)10-27-20)12-7-17(25-2)19(23)18(8-12)26-3/h4-8,13-14,20-23H,9-10H2,1-3H3/t13-,14-,20+,21+/m0/s1","C21H24O7","388.1522031","COC1=CC(=CC(OC)=C1O)C1OCC2C1COC2C1=CC(OC)=C(O)C=C1","COC1=CC(=CC(OC)=C1O)C1OCC2C1COC2C1=CC(OC)=C(O)C=C1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.68182E-11","34.9455","7.15605","405.65","1.47797E-10","0.150254","9.48487","11142.4","1.78201","172.121","9.21832E-09","0.000728443",4,0,"COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC",0,181681,503,1,4,0,388.15220311,7,2,28,"InChI=1S/C21H24O7/c1-24-16-6-11(4-5-15(16)22)20-13-9-28-21(14(13)10-27-20)12-7-17(25-2)19(23)18(8-12)26-3/h4-8,13-14,20-23H,9-10H2,1-3H3/t13-,14-,20+,21+/m0/s1","COC1=CC(=CC(=C1O)OC)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC","4-[(3S,3aR,6S,6aR)-3-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2,6-dimethoxyphenol","C21H24O7",388.4,388.15220311,5,86.6,0,0,2.3
"17486","InChIKey","Sophocarpine","AAGFPTSOPGCENQ-JLNYLFASSA-N","O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34","InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,7,11-13,15H,2-6,8-10H2/t11-,12+,13+,15-/m0/s1","C15H22N2O","246.1732133","O=C1C=CCC2C3CCCN4CCCC(CN12)C34","O=C1C=CCC2C3CCCN4CCCC(CN12)C34","46.8813","352.73","0.000120504","1.144","0.746","3.75837E-05","176.474","115.244","0.57","0.00220293","-","-","-","-","9.46237E-08","0.00341193","2.83369E-11","4.29249","39.0199","320.649","8.72289E-09","0.589869","9.0013","621.394","1.766","89.5439","1.33407E-07","0.00269503",4,0,"C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4",0,115269,392,1,4,0,246.17321334,2,0,18,"InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,7,11-13,15H,2-6,8-10H2/t11-,12+,13+,15-/m0/s1","C1C[C@H]2CN3[C@H](CC=CC3=O)[C@@H]4[C@H]2N(C1)CCC4","(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadec-4-en-6-one","C15H22N2O",246.35,246.17321334,0,23.6,0,0,1.7
"17487","InChIKey","Matridin-15-one, 12,13-didehydro-","WUVYENIUARJBNM-JLNYLFASSA-N","O=C1CC=C[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34","InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,6,11-13,15H,2-5,7-10H2/t11-,12+,13+,15-/m0/s1","C15H22N2O","246.1732133","O=C1CC=CC2C3CCCN4CCCC(CN12)C34","O=C1CC=CC2C3CCCN4CCCC(CN12)C34","43.8531","352.597","0.000125314","1.15","0.726","4.27563E-05","185.313","110.088","0.562","0.00246604","-","-","-","-","9.66051E-08","0.00367282","4.8321E-11","4.29064","38.9546","322.269","8.69593E-09","0.584399","9.0013","621.06","1.76969","89.5439","1.33399E-07","0.00277973",4,0,"C1CC2CN3C(C=CCC3=O)C4C2N(C1)CCC4",0,3041752,392,1,4,0,246.17321334,2,0,18,"InChI=1S/C15H22N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h1,6,11-13,15H,2-5,7-10H2/t11-,12+,13+,15-/m0/s1","C1C[C@H]2CN3[C@H](C=CCC3=O)[C@@H]4[C@H]2N(C1)CCC4","(1S,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadec-3-en-6-one","C15H22N2O",246.35,246.17321334,0,23.6,0,0,1.5
"17488","InChIKey","Matrine","ZSBXGIUJOOQZMP-JLNYLFASSA-N","[H][C@]12CCCN3CCC[C@]([H])([C@@]4([H])CCCC(=O)N4C1)[C@]23[H]","InChI=1S/C15H24N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h11-13,15H,1-10H2/t11-,12+,13+,15-/m0/s1","C15H24N2O","248.1888634","O=C1CCCC2C3CCCN4CCCC(CN12)C34","O=C1CCCC2C3CCCN4CCCC(CN12)C34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.54595E-11","4.96894","46.0973","311.083","1.0314E-08","0.47789","8.91383","630.276","2.04105","77.9794","3.09167E-07","0.00268301",4,0,"C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1",0,91466,356,1,4,0,248.1888634,2,0,18,"InChI=1S/C15H24N2O/c18-14-7-1-6-13-12-5-3-9-16-8-2-4-11(15(12)16)10-17(13)14/h11-13,15H,1-10H2/t11-,12+,13+,15-/m0/s1","C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1","(1R,2R,9S,17S)-7,13-diazatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one","C15H24N2O",248.36,248.1888634,0,23.6,0,0,1.6
"17489","InChIKey","6a,12a-Dihydro-6H,9H-[1,3]dioxolo[5,6][1]benzofuro[3,2-c][1]benzopyran-3-yl hexopyranoside","VGSYCWGXBYZLLE-QEEQPWONSA-N","[H][C@@]12COC3=C(C=CC(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C3)[C@]1([H])OC1=CC3=C(OCO3)C=C21","InChI=1S/C22H22O10/c23-6-17-18(24)19(25)20(26)22(32-17)30-9-1-2-10-13(3-9)27-7-12-11-4-15-16(29-8-28-15)5-14(11)31-21(10)12/h1-5,12,17-26H,6-8H2/t12-,17+,18+,19-,20+,21-,22+/m0/s1","C22H22O10","446.1212969","OCC1OC(OC2=CC3=C(C=C2)C2OC4=CC5=C(OCO5)C=C4C2CO3)C(O)C(O)C1O","OCC1OC(OC2=CC3=C(C=C2)C2OC4=CC5=C(OCO5)C=C4C2CO3)C(O)C(O)C1O","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.80865E-11","5.82573","36.5912","395.687","1.96101E-11","0.92768","9.44782","38953.1","1.44121","175.297","2.60385E-10","8.12124E-05",7,0,"C1C2C(C3=C(O1)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6",0,442827,679,1,7,0,446.12129691,10,4,32,"InChI=1S/C22H22O10/c23-6-17-18(24)19(25)20(26)22(32-17)30-9-1-2-10-13(3-9)27-7-12-11-4-15-16(29-8-28-15)5-14(11)31-21(10)12/h1-5,12,17-26H,6-8H2/t12-,17+,18+,19-,20+,21-,22+/m0/s1","C1[C@@H]2[C@H](C3=C(O1)C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6","(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[[(1R,12R)-5,7,11,19-tetraoxapentacyclo[10.8.0.02,10.04,8.013,18]icosa-2,4(8),9,13(18),14,16-hexaen-16-yl]oxy]oxane-3,4,5-triol","C22H22O10",446.4,446.12129691,3,136,0,0,0.6
